username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
benjaminbradley;2012-07-13 01:54;0;0;"Twitter Bootstrap Colorpicker and Datepicker - WebAppers http:// bit.ly/Li0bBJ";;;;"223565934567231488";https://twitter.com/benjaminbradley/status/223565934567231488
daneglerum;2012-07-13 01:51;0;0;"Freebie: Editable Twitter Bootstrap UI PSD template from @PSDwrangler check out this and more http:// bit.ly/Hnm6mz http:// bit.ly/Hnm6mz";;@PSDwrangler;;"223565255010304001";https://twitter.com/daneglerum/status/223565255010304001
bmarti44;2012-07-13 01:44;0;0;"@mattacular i've got twitter bootstrap working with LESS for GF and i'm gonna see if I can convert jquery mobile's CSS to a less template";;@mattacular;;"223563594946723840";https://twitter.com/bmarti44/status/223563594946723840
MarisaKeegan;2012-07-13 01:44;0;0;"You Can't Handle the Truth: Bootstrap Your Employment Brand with FOT (via @TimSackett ) http:// goo.gl/bmTZL";;@TimSackett;;"223563410196008960";https://twitter.com/MarisaKeegan/status/223563410196008960
victorbstan;2012-07-13 01:40;0;0;"@chicgeek have you tried twitter bootstrap yet?";;@chicgeek;;"223562511151153153";https://twitter.com/victorbstan/status/223562511151153153
xonecas;2012-07-13 01:34;0;0;"@fat when you put together bootstrap 's fluid grid, did you notice issues with webkit converting % to PX incorrectly? What was your approach?";;@fat;;"223561029848793089";https://twitter.com/xonecas/status/223561029848793089
salsalesson;2012-07-13 01:32;0;0;"Cash Bootstrap Method V2: The Cash Bootstrap Method V2 Is What Every Online Marketer Needs To Know. It's About H... http:// bit.ly/SeAqT8";;;;"223560561550557184";https://twitter.com/salsalesson/status/223560561550557184
WACICO;2012-07-13 01:32;0;0;"Just put my new site together using twitter bootstrap for the index page http://www. keithmains.com - Doing SEO for improved page 1 SERPS";;;;"223560508941406208";https://twitter.com/WACICO/status/223560508941406208
henriquemoody;2012-07-13 01:26;0;1;"Twitter Bootstrap Colorpicker and Datepicker http:// bit.ly/NJVdLh";;;;"223558888342040576";https://twitter.com/henriquemoody/status/223558888342040576
angelrodriquez;2012-07-13 01:25;0;0;"Theme Marketplace for Twitter Bootstrap http:// wrapbootstrap.com / via @wrapbootstrap";;@wrapbootstrap;;"223558761833431040";https://twitter.com/angelrodriquez/status/223558761833431040
rezfiles;2012-07-13 01:22;0;0;"Theme Marketplace for Twitter Bootstrap http:// wrapbootstrap.com / via @wrapbootstrap";;@wrapbootstrap;;"223557974059261953";https://twitter.com/rezfiles/status/223557974059261953
mikecober;2012-07-13 01:22;0;0;"@SteveMynett Thanks. Yes, making some Bootstrap /Foundation/Frameless decisions.";;@SteveMynett;;"223557959228194817";https://twitter.com/mikecober/status/223557959228194817
IncentIntel;2012-07-13 01:21;0;0;"Your Daily Dose of Sackett: Bootstrap Your Employment Brand with FOT (via @TimSackett ) http:// goo.gl/bmTZL";;@TimSackett;;"223557734166040576";https://twitter.com/IncentIntel/status/223557734166040576
rointercer;2012-07-13 01:20;0;1;"Bootstrap Bootcamp - July 21 2012 Sign up now to learn how to confidently start & run your #business http://www. eventbrite.com/event/34266582 27/BB50/21678746350 … #entrepreneur";;;#business #entrepreneur;"223557596794208256";https://twitter.com/rointercer/status/223557596794208256
intercer;2012-07-13 01:20;0;0;"Bootstrap Bootcamp - July 21 2012 Sign up now to learn how to confidently start & run your #business http://www. eventbrite.com/event/34266582 27/BB50/21678746350 … #entrepreneur";;;#business #entrepreneur;"223557487574515713";https://twitter.com/intercer/status/223557487574515713
rozaliamih;2012-07-13 01:19;0;1;"Bootstrap Bootcamp - July 21 2012 Sign up now to learn how to confidently start & run your #business http://www. eventbrite.com/event/34266582 27/BB50/21678746350 … #entrepreneur";;;#business #entrepreneur;"223557322167951360";https://twitter.com/rozaliamih/status/223557322167951360
SteveMynett;2012-07-13 01:19;0;0;"@mikecober Never REALLY used either one. Just messed around a little bit for prototyping. ( Bootstrap = LESS, Foundation = SASS)";;@mikecober;;"223557290802950146";https://twitter.com/SteveMynett/status/223557290802950146
HansenNiklas1;2012-07-13 01:19;0;0;"@TheGDStudio Heard a rumour that you guys might be looking for a web developer. If you want a site based on responsive / bootstrap . Msg me!";;@TheGDStudio;;"223557213841661953";https://twitter.com/HansenNiklas1/status/223557213841661953
SteveMynett;2012-07-13 01:18;0;0;"@mikecober LESS but like SASS b/c of Compass. (use less b/c of less.app, but sass apps exist now also). Like Foundation and Bootstrap but...";;@mikecober;;"223556995863687170";https://twitter.com/SteveMynett/status/223556995863687170
TimSackett;2012-07-13 01:12;0;0;"At The Project: Bootstrap Your Employment Brand with FOT #fot http:// goo.gl/bmTZL";;;#fot;"223555426921357312";https://twitter.com/TimSackett/status/223555426921357312
amina42382620;2012-07-13 01:05;0;0;"The Weighted Bootstrap : This monograph presents an account of the asymptotic behaviour of the weighted bootstrap ... http:// amzn.to/JgztaV";;;;"223553598682972161";https://twitter.com/amina42382620/status/223553598682972161
davidpeirs;2012-07-13 01:01;0;0;"update to bootstrap completed for frontend, workgroups semi-done, update tomorrow.. #communitysoft";;;#communitysoft;"223552712107757568";https://twitter.com/davidpeirs/status/223552712107757568
FistfulOfTalent;2012-07-13 00:55;0;1;"Dawn Burke Knows HR: New FOT Webinar! Bootstrap Your Employment Brand (via @dawnHRrocks) #fot http:// goo.gl/cAz35";;@dawnHRrocks;#fot;"223551304449011715";https://twitter.com/FistfulOfTalent/status/223551304449011715
wiscoDude;2012-07-13 00:54;0;0;"@jremsikjr @m5rk we are using bdd, user stories (instead of requirements) and twitter bootstrap css, so I _am_ kinda pushing these guys. :)";;@jremsikjr @m5rk;;"223550991084167168";https://twitter.com/wiscoDude/status/223550991084167168
nick_rigby;2012-07-13 00:48;0;0;"@Shealan foundation does look good. I should have a play. Was looking at bootstrap this week. Not bad, but some of the markup isn't great.";;@Shealan;;"223549393368924160";https://twitter.com/nick_rigby/status/223549393368924160
YPNMiami;2012-07-13 00:45;1;0;"Biz planning is essential. Companies can fast & bootstrap very quickly to get financing #ypnmiami";;;#ypnmiami;"223548584086339584";https://twitter.com/YPNMiami/status/223548584086339584
trumbitta;2012-07-13 00:42;0;0;"Theme Marketplace for Twitter Bootstrap http:// wrapbootstrap.com / via @wrapbootstrap";;@wrapbootstrap;;"223548010318147584";https://twitter.com/trumbitta/status/223548010318147584
darrencauthon;2012-07-13 00:40;0;0;"@dustyburwell Yeah, and just that, on its own, would be some progress. Hook up a refinery cms site with bootstrap on heroku & github.";;@dustyburwell;;"223547411719667712";https://twitter.com/darrencauthon/status/223547411719667712username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
yayforbooks;2012-08-30 01:51;0;0;"Photoset: Ladies and gentlemen, Mr. Darcy, James Bond, and Bootstrap Bill. http:// tmblr.co/ZfAPGySP0ndK";;;;"240959814413471744";https://twitter.com/yayforbooks/status/240959814413471744
fivetanley;2012-08-30 01:50;0;0;"Behold, the worst dependency stub api of all time (setup with sinon is in the testrunner bootstrap ): https:// gist.github.com/3520558 cc @iammerrick";;@iammerrick;;"240959618539479041";https://twitter.com/fivetanley/status/240959618539479041
t_sloughter;2012-08-30 01:48;0;0;"@chrislhayes and now the bootstrap story of how the son of a Wall Street banker and senator became president and his son became president";;@chrislhayes;;"240959206923059200";https://twitter.com/t_sloughter/status/240959206923059200
zeeg;2012-08-30 01:45;0;0;"Is there any way to get rid of the annoying animations for modals in Bootstrap ?";;;;"240958273929490432";https://twitter.com/zeeg/status/240958273929490432
chathurawind;2012-08-30 01:43;0;0;"Bootstrap 's Bootstraps~ http:// bit.ly/NXEitB of the Caribbean OST~August 30, 2012 at 04:59AM";;;;"240958003879239680";https://twitter.com/chathurawind/status/240958003879239680
chathurawind;2012-08-30 01:42;0;0;"Bootstrap 's Bootstraps http:// bit.ly/Ro5pcn #nowplaying #lastfm";;;#nowplaying #lastfm;"240957600420741120";https://twitter.com/chathurawind/status/240957600420741120
msurguy;2012-08-30 01:39;0;0;"Awesome Markdown editor with Twitter Bootstrap : http:// awe.sm/c3vxS #bootstrap #markdown #code";;;#bootstrap #markdown #code;"240956821811126273";https://twitter.com/msurguy/status/240956821811126273
chathurawind;2012-08-30 01:38;0;0;"Bootstrap 's Bootstraps~Pirates of the Caribbean OST~ http:// bit.ly/Rtbd8H";;;;"240956627547738112";https://twitter.com/chathurawind/status/240956627547738112
Jordan_Keats;2012-08-30 01:37;0;0;"@chriswhiteley nice! I've been studying the bootstrap and how to make it look less bootstrap-y. When does it launch?";;@chriswhiteley;;"240956273342951425";https://twitter.com/Jordan_Keats/status/240956273342951425
UserAnswer;2012-08-30 01:34;0;0;"#ask #tech : Twitter Bootstrap - fixed background - ANSWER:... http:// useranswer.com/answer/twitter -bootstrap-fixed-background/ … #answer";;;#ask #tech #answer;"240955651109576705";https://twitter.com/UserAnswer/status/240955651109576705
chriswhiteley;2012-08-30 01:34;0;0;"@jordan_keats better be responsive otherwise we'll be out of business! I used Twitter Bootstrap for a framework & powered by WordPress.";;@jordan_keats;;"240955583585480704";https://twitter.com/chriswhiteley/status/240955583585480704
ibeengolfin;2012-08-30 01:21;0;0;"Drinking' like a pirate, Bootstrap Bill";;;;"240952251785543681";https://twitter.com/ibeengolfin/status/240952251785543681
kevykris;2012-08-30 01:18;0;0;"Download Bootstrap Grid Templates from @PSDWrangler http:// bit.ly/LqqjUS";;@PSDWrangler;;"240951643204628481";https://twitter.com/kevykris/status/240951643204628481
Schmoof;2012-08-30 01:12;0;0;"Latest SEO RT @seoprogram : seo tools: CSS Updates to Twitter Bootstrap by wismarket ( http:// bit.ly/Pvf2ef )";;@seoprogram;;"240950068625174529";https://twitter.com/Schmoof/status/240950068625174529
seoprogram;2012-08-30 01:11;0;0;"seo tools: CSS Updates to Twitter Bootstrap by wismarket ( http:// bit.ly/Pvf2ef )";;;;"240949925872013312";https://twitter.com/seoprogram/status/240949925872013312
RedMediaEngine;2012-08-30 01:10;0;0;"Bootstrap front-end framework: http:// twitter.github.com/bootstrap/inde x.html …";;;;"240949603954995200";https://twitter.com/RedMediaEngine/status/240949603954995200
evewallbank;2012-08-30 01:06;0;1;"“ @ktbirnie : Don't know how I am going to cope tomorrow....” without me? I know it's hard. I believe in you bootstrap .";;@ktbirnie;;"240948560672219136";https://twitter.com/evewallbank/status/240948560672219136
CompostBoston;2012-08-30 01:03;0;0;"@arielshearer Thanks for coming along and spending a day in the life of Bootstrap Compost!";;@arielshearer;;"240947795387899905";https://twitter.com/CompostBoston/status/240947795387899905
talkTECHcomm;2012-08-30 01:03;0;0;"A great chance for bootstrap #startups to get funding @DEMO http:// is.gd/PPywFZ via @venturebeat";;@DEMO @venturebeat;#startups;"240947731403796480";https://twitter.com/talkTECHcomm/status/240947731403796480
jQueryonSO;2012-08-30 01:02;0;0;"how to make twitter bootstrap submenu to open on the left side?: I was trying to create twitter bootstrap submen... http:// bit.ly/SUW1RP";;;;"240947640609673217";https://twitter.com/jQueryonSO/status/240947640609673217
ChrisVossBlog;2012-08-30 01:00;0;0;"Make Your Own iPhone App?! Inside Secrets to an iPhone App on a Bootstrap and successfully Market it! http:// bit.ly/fKoZAT";;;;"240947133434449920";https://twitter.com/ChrisVossBlog/status/240947133434449920
leanbot;2012-08-30 00:50;0;1;". @robfitz : Bootstrap challenge: A little bit of customer segmentation http:// goo.gl/fb/UqAlT";;@robfitz;;"240944453156745216";https://twitter.com/leanbot/status/240944453156745216
webdesign_jobs;2012-08-30 00:50;0;0;"CSS Updates to Twitter Bootstrap by wismarket: My site is: http://www. wis-market.com - I'm curr... http:// tinyurl.com/8qe6spe #webdesign #jobs";;;#webdesign #jobs;"240944445313388544";https://twitter.com/webdesign_jobs/status/240944445313388544
ModsUnraveled;2012-08-30 00:45;0;0;"@EastBayDev That'll work! I haven't seen anything about using Twitter Bootstrap with Drupal yet.";;@EastBayDev;;"240943346418327552";https://twitter.com/ModsUnraveled/status/240943346418327552
freelancer_jobs;2012-08-30 00:45;0;0;"CSS Updates to Twitter Bootstrap by wismarket: My site is: http://www. wis-market.com - I'm curr... http:// j.mp/PvgnBN #freelance #jobs";;;#freelance #jobs;"240943288364974080";https://twitter.com/freelancer_jobs/status/240943288364974080
freelancechick;2012-08-30 00:44;0;0;"My site is: http://www. wis-market.com - I'm currently using Twitter's bootstrap framework to style t... http:// bit.ly/Osa3Yd #html #jobs";;;#html #jobs;"240942950148866050";https://twitter.com/freelancechick/status/240942950148866050
kalamuna;2012-08-30 00:43;0;0;"@ModsUnraveled We could talk about simplified, mobile-first design and integrating Twitter Bootstrap with Drupal :)";;@ModsUnraveled;;"240942700868796417";https://twitter.com/kalamuna/status/240942700868796417
Digital_tonic;2012-08-30 00:42;0;0;"@robfitz liking your bootstrap challenge. Taking accountability to a whole new level there.";;@robfitz;;"240942559780818944";https://twitter.com/Digital_tonic/status/240942559780818944
michael_boswell;2012-08-30 00:42;0;0;"“ @smashingmag : …on't miss the 4.0 release of HTML5 Boilerplate ( @h5bp ): http:// html5boilerplate.com/#v4.0.0 ” < @twitter Bootstrap :)";;@smashingmag @h5bp @twitter;#v4;"240942452398256128";https://twitter.com/michael_boswell/status/240942452398256128
JVenevongsos;2012-08-30 00:41;0;0;"Testing out the new #Jetstrap alpha, and liking the customisable drag-and-drop GUI so far! #Bootstrap";;;#Jetstrap #Bootstrap;"240942301864681473";https://twitter.com/JVenevongsos/status/240942301864681473username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
zesky;2012-10-04 01:59;0;0;"Accord is a #Responsive #Wordpress #Blog Theme, developed on the #Bootstrap http:// themeforest.net/item/accord-re sponsive-wordpress-blog-theme/3010753?ref=zerge …";;;#Responsive #Wordpress #Blog #Bootstrap;"253645605543505920";https://twitter.com/zesky/status/253645605543505920
jayemkae;2012-10-04 01:57;0;0;"Dear Twitter Bootstrap , Please put all possible knowledge of you into my head so I can make a website with you. Love, Jordan";;;;"253645073340854274";https://twitter.com/jayemkae/status/253645073340854274
richard_lopes;2012-10-04 01:47;0;0;"Twitter Bootstrap http:// twitter.github.com/bootstrap/ - I highly recommend that as a foundation for new website. #html #javascript";;;#html #javascript;"253642436037988352";https://twitter.com/richard_lopes/status/253642436037988352
boztek;2012-10-04 01:47;0;0;"@mikeefreedom But @snugug has detailed exactly why bootstrap kinda sucks. http:// bit.ly/RBCbKS";;@mikeefreedom @snugug;;"253642376151711744";https://twitter.com/boztek/status/253642376151711744
boztek;2012-10-04 01:46;0;0;"@mikeefreedom Indeed. The short of it is we don't want bootstrap for the same reason we don't want 960gs in core. It's not production code.";;@mikeefreedom;;"253642233788657664";https://twitter.com/boztek/status/253642233788657664
mikeefreedom;2012-10-04 01:44;0;0;"@boztek "Twitter Bootstrap is a back end developer’s solution to not having a front end, not a front end developer’s solution to anything."";;@boztek;;"253641798520557569";https://twitter.com/mikeefreedom/status/253641798520557569
AlexDunlapNFL;2012-10-04 01:43;0;0;"To express their insight as avid fans. That was the model. It is start up 101. Bootstrap until you are established. Article seems petty.";;;;"253641488485990400";https://twitter.com/AlexDunlapNFL/status/253641488485990400
yavallejo;2012-10-04 01:42;1;0;"Clase 3 Bootstrap - Scaffolding | AprendiendoAndo http:// fb.me/vJ7BaUlF";;;;"253641242280341505";https://twitter.com/yavallejo/status/253641242280341505
yavallejo;2012-10-04 01:41;0;0;"Clase 3 Bootstrap - scaffolding | AprendiendoAndo http:// j.mp/RdPAGW";;;;"253640863538880512";https://twitter.com/yavallejo/status/253640863538880512
WebmasterAndo;2012-10-04 01:30;0;0;"Clase 3 Bootstrap - http:// fb.me/1YT9kKFNJ";;;;"253638244363812864";https://twitter.com/WebmasterAndo/status/253638244363812864
WebmasterAndo;2012-10-04 01:30;0;0;"I uploaded a @YouTube video http:// youtu.be/jb39GkvOxKA?a Clase 3 Bootstrap -";;@YouTube;;"253638230468087808";https://twitter.com/WebmasterAndo/status/253638230468087808
thecheddarmaker;2012-10-04 01:26;0;0;"Octopress Blogging Framework -- Integrate a Bootstrap design - oDesk http:// ow.ly/2sv4CL";;;;"253637053554782208";https://twitter.com/thecheddarmaker/status/253637053554782208
mwiscount;2012-10-04 01:18;0;0;"Coding with Emmanuel Schanzer & Bootstrap . http://www.bootstrapworld org @DCPublicschools #STEM #computerprogramming pic.twitter.com/6skP3x4C";;@DCPublicschools;#STEM #computerprogramming;"253635234241863680";https://twitter.com/mwiscount/status/253635234241863680
paulvantuyl;2012-10-04 01:16;0;0;"Designing forms is tedious. Twitter Bootstrap is helping me though…";;;;"253634747899736064";https://twitter.com/paulvantuyl/status/253634747899736064
kaidez;2012-10-04 01:14;0;0;"Retweet//Favorite if u r gonna code instead of watch the debate. I'm coding some Bootstrap .";;;;"253634140094746624";https://twitter.com/kaidez/status/253634140094746624
Meditateharmony;2012-10-04 01:12;0;0;"#freelancer #work Octopress Blogging Framework -- Integrate a Bootstrap design - oDesk: Hi! I'... http:// bit.ly/Wly7Q0 #jobs #hr #hiring";;;#freelancer #work #jobs #hr #hiring;"253633714880393218";https://twitter.com/Meditateharmony/status/253633714880393218
maxparm;2012-10-04 01:09;0;0;"Onward · Twitter Bootstrap Blog http:// buff.ly/OujVot";;;;"253632792896884737";https://twitter.com/maxparm/status/253632792896884737
gabbsmo;2012-10-04 01:08;0;0;"Roots WordPress Theme | Rapidly create sites with HTML5 Boilerplate & Bootstrap from Twitter http://www. rootstheme.com / via @retlehs";;@retlehs;;"253632757727641600";https://twitter.com/gabbsmo/status/253632757727641600
pelaphptutor;2012-10-04 01:08;0;0;"Octopress Blogging Framework -- Integrate a Bootstrap #design http:// bit.ly/Wlw9iB #jobs";;;#design #jobs;"253632533462384641";https://twitter.com/pelaphptutor/status/253632533462384641
webdeveljobs;2012-10-04 01:01;0;0;"#webdevelopment Octopress Blogging Framework -- Integrate a Bootstrap design - oDesk: Hi! I'm looking for someon... http:// bit.ly/VipJmC";;;#webdevelopment;"253630835683643393";https://twitter.com/webdeveljobs/status/253630835683643393
GeekFreelancers;2012-10-04 01:00;0;0;"New #Job : Octopress Blogging Framework -- Integrate A Bootstrap Design http:// bit.ly/Vipw2K";;;#Job;"253630578690240512";https://twitter.com/GeekFreelancers/status/253630578690240512
dparizek;2012-10-04 00:52;0;0;"Theme Marketplace for Twitter Bootstrap https:// wrapbootstrap.com / via @wrapbootstrap";;@wrapbootstrap;;"253628564556103680";https://twitter.com/dparizek/status/253628564556103680
adamzr;2012-10-04 00:45;0;0;"Bootstrap ’s Maintainers Leave Twitter For GitHub And Obvious Corp., Will Move It Into Its Own Organization http:// tcrn.ch/RBviJx";;;;"253626844010663937";https://twitter.com/adamzr/status/253626844010663937
Access2Jared;2012-10-04 00:40;0;0;"Huge win today! built self serve updates to @bootstrap page w/ @intuitquickbase API + grid edit report and some #javascript for @accesspr";;@bootstrap @intuitquickbase @accesspr;#javascript;"253625715075977217";https://twitter.com/Access2Jared/status/253625715075977217
tadas_t;2012-10-04 00:39;1;0;"If you are doing something with twitter bootstrap , here's something useful to have in your bookmarks http:// bootsnipp.com";;;;"253625456744620032";https://twitter.com/tadas_t/status/253625456744620032
RubyGemsAlt;2012-10-04 00:29;0;0;"formtastic-plus- bootstrap (1.1.1) http:// bit.ly/T1AbZi formtastic-plus- bootstrap makes a formtastic form to loo … ( http:// bit.ly/ViikDM )";;;;"253622706816286720";https://twitter.com/RubyGemsAlt/status/253622706816286720
RoyalRob;2012-10-04 00:26;0;0;"Teaching myself Twitter Bootstrap .";;;;"253621991389675520";https://twitter.com/RoyalRob/status/253621991389675520
RubyGemsAlt;2012-10-04 00:19;0;0;"rails- bootstrap -toggle-buttons (0.0.5) http:// bit.ly/Qpdsbp Just providing the bootstrap -toggle-buttons from ht … ( http:// bit.ly/QpzHh9 )";;;;"253620290037350400";https://twitter.com/RubyGemsAlt/status/253620290037350400
MidnightGigolo;2012-10-04 00:17;0;0;"@mdo @fat Bootstrap is the best thing since sliced bread. Thanks guys, keep up the good work!!";;@mdo @fat;;"253619803548422144";https://twitter.com/MidnightGigolo/status/253619803548422144
RobertFischer;2012-10-04 00:15;0;0;"Contemporary web design translation. "Clean" = "Looks like the Google homepage". "Modern" = "Looks like Twitter Bootstrap ".";;;;"253619202047488000";https://twitter.com/RobertFischer/status/253619202047488000username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
erinwly;2012-11-01 00:54;0;0;"Bootstrap Bill of Watch Hill @Napatree Point http:// instagr.am/p/Rd0BPSTGV7/";;@Napatree;;"263790987212644352";https://twitter.com/erinwly/status/263790987212644352
alecarg;2012-11-01 00:52;1;0;"Bootstrap Live Editor - WrapBootstrap: Themes for Twitter Bootstrap http:// buff.ly/RsGPbn";;;;"263790472475078657";https://twitter.com/alecarg/status/263790472475078657
bradcracchiola;2012-11-01 00:47;0;0;"Bootstrap Case Study: Keep Your Day Job and Start a Business http:// bit.ly/VbAWp4";;;;"263789255715856385";https://twitter.com/bradcracchiola/status/263789255715856385
jglozano;2012-11-01 00:46;0;0;"twitter bootstrap is the shiznit... #thatIsAll";;;#thatIsAll;"263789023800221696";https://twitter.com/jglozano/status/263789023800221696
vicapow;2012-11-01 00:41;0;0;"@fat @mdo I made a stupid thing with bootstrap . http:// clickb.in";;@fat @mdo;;"263787703357808641";https://twitter.com/vicapow/status/263787703357808641
The_StartUpGuru;2012-11-01 00:37;0;0;"Bootstrap Case Study: No Marketing Budget? Win Over Bloggers Instead http:// buff.ly/Rnl64v";;;;"263786841478660097";https://twitter.com/The_StartUpGuru/status/263786841478660097
SOCIALMEDIAINF0;2012-11-01 00:35;0;0;"Make Your Own iPhone App?! Inside Secrets to an iPhone App on a Bootstrap and successfully Market it! http:// bit.ly/fKoZAT";;;;"263786282872877057";https://twitter.com/SOCIALMEDIAINF0/status/263786282872877057
santicalle87;2012-11-01 00:20;0;0;"Answer: Visual Glitch Using dynamic-data in Chosen with bootstrap tabs http:// stackoverflow.com/a/12904599/178 9971?stw=2 …";;;;"263782601481924609";https://twitter.com/santicalle87/status/263782601481924609
maboa;2012-11-01 00:20;0;1;"Stayed up late working on the hyperaud.io site. Next step is making bootstrap not look like bootstrap .";;;;"263782600026509312";https://twitter.com/maboa/status/263782600026509312
aleredes;2012-11-01 00:14;0;0;"Twitter Bootstrap | http:// ow.ly/eVBkW ( via @desenvolvweb )";;@desenvolvweb;;"263781060284932096";https://twitter.com/aleredes/status/263781060284932096
grenhall;2012-11-01 00:05;0;0;"RT @dylanized Foundation vs. Bootstrap - http:// bit.ly/Mr7hRG Spoiler alert: Foundation has a better grid, but... http:// bit.ly/T8EuUH";;@dylanized;;"263778691572719617";https://twitter.com/grenhall/status/263778691572719617
chemoish;2012-11-01 00:04;0;0;"just finished teaching my second class on twitter bootstrap layouts, understanding scaffolding and components.";;;;"263778469744365568";https://twitter.com/chemoish/status/263778469744365568
szahn;2012-11-01 00:04;0;0;"Theme Marketplace for Twitter Bootstrap https:// wrapbootstrap.com / via @wrapbootstrap";;@wrapbootstrap;;"263778376974737409";https://twitter.com/szahn/status/263778376974737409
_katrinacote;2012-11-01 00:02;0;0;"think im going to put my portfolio on bootstrap sometime soon. (y) experiment a little.";;;;"263778001219633152";https://twitter.com/_katrinacote/status/263778001219633152
SeverineDarlot;2012-11-01 00:00;0;0;"Bootstrap 2.2.0 released http:// blog.getbootstrap.com/2012/10/29/boo tstrap-2-2-0-released …";;;;"263777368815050754";https://twitter.com/SeverineDarlot/status/263777368815050754
t3git_master;2012-10-31 23:56;0;0;"[BUGFIX] class_alias in the bootstrap for legacy base classes http:// bit.ly/RsW0Bi";;;;"263776502775177216";https://twitter.com/t3git_master/status/263776502775177216
bootstrapES;2012-10-31 23:54;0;0;"Patricia, Welcome to the Bootstrap Page!";;;;"263775885218422784";https://twitter.com/bootstrapES/status/263775885218422784
tacone_;2012-10-31 23:52;0;0;"@fat my first bootstrap based thing will be hopefully online very soon. Cool!";;@fat;;"263775559274864640";https://twitter.com/tacone_/status/263775559274864640
spanishgringo;2012-10-31 23:47;0;0;"@themetrust Will you be updating the Quantum theme to be responsive? Will you incorporate Bootstrap or Foundation into any of your themes?";;@themetrust;;"263774136730542081";https://twitter.com/spanishgringo/status/263774136730542081
sos_jr;2012-10-31 23:46;0;0;"Thx @_BVision for RT abt article I mentioned to @clarissa at @CWSA about Less solution to stop embed class in Bootstrap http:// buff.ly/RsUbo";;@_BVision @clarissa @CWSA;;"263774013984223232";https://twitter.com/sos_jr/status/263774013984223232
digitalGeek_au;2012-10-31 23:44;0;0;"@richardbranson Nice. A geek, prepping 4 a contract interview tmrw, to bootstrap myself. Demoing: http://www. digitalgeek.com.au/htmlCanvas/ind ex.html … what do you think?";;@richardbranson;;"263773558713487360";https://twitter.com/digitalGeek_au/status/263773558713487360
benjaminbellamy;2012-10-31 23:42;0;0;"20 Awesome Resources for Twitter Bootstrap Lovers http:// kwrd.co/Y2BW4wyJqY";;;;"263773034236764160";https://twitter.com/benjaminbellamy/status/263773034236764160
MissKemya;2012-10-31 23:40;0;0;"Bootstrap Case Study: Win over bloggers like BlackRapid did! http:// fb.me/1Rvd84E20";;;;"263772420979179521";https://twitter.com/MissKemya/status/263772420979179521
JobFreelancer;2012-10-31 23:40;0;1;"#CSS Implement a ui in haml, css (or sass), and bootstrap $25 USD http:// goo.gl/oL3LU Follow Me ReTweet #Jobs #TweetMyJobs #Job";;;#CSS #Jobs #TweetMyJobs #Job;"263772349751492608";https://twitter.com/JobFreelancer/status/263772349751492608
albgorski;2012-10-31 23:34;0;0;"@nerdburn i used bootstrap for some time and today gave I try to #foundation . I’ve to say it is much cleaner and simpler as bootstrap .";;@nerdburn;#foundation;"263770880956575745";https://twitter.com/albgorski/status/263770880956575745
km2;2012-10-31 23:23;0;0;"Bootstrap 2.2.0 released: http:// blog.getbootstrap.com/2012/10/29/boo tstrap-2-2-0-released/ … via @twbootstrap";;@twbootstrap;;"263768070349262848";https://twitter.com/km2/status/263768070349262848
dylanized;2012-10-31 23:00;0;2;"Foundation vs. Bootstrap - http:// bit.ly/Mr7hRG Spoiler alert: Foundation has a better grid, but Bootstrap 's got the ecosystem";;;;"263762515597611008";https://twitter.com/dylanized/status/263762515597611008
dave_hearn;2012-10-31 23:00;0;0;"I prefer to bootstrap my projects, a la #SethGodin . But i'm also good with multi-million venture capitalist donations.";;;#SethGodin;"263762315915173888";https://twitter.com/dave_hearn/status/263762315915173888
lukaszholeczek;2012-10-31 22:54;0;0;"Optimus Dashboard - Admin Template https:// wrapbootstrap.com/theme/optimus- dashboard-admin-template-WB0016FX5 … #bootstrap #responsive #fluid #template #admin";;;#bootstrap #responsive #fluid #template #admin;"263760828765990912";https://twitter.com/lukaszholeczek/status/263760828765990912
lukaszholeczek;2012-10-31 22:53;0;0;"Smart Business Template https:// wrapbootstrap.com/theme/smart-bu siness-template-WB07233L7 … #bootstrap #responsive #fluid #template";;;#bootstrap #responsive #fluid #template;"263760725317652480";https://twitter.com/lukaszholeczek/status/263760725317652480username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
schwanksta;2012-11-21 00:58;0;0;"@webjournalist When Pinterestiness collides with Bootstrap , we're all doomed.";;@webjournalist;;"271039967269101568";https://twitter.com/schwanksta/status/271039967269101568
DavidBarry_;2012-11-21 00:57;0;0;"Remember “couldn’t register with the bootstrap server” errors and frequently deleting derived data to regain code highlighting?";;;;"271039542654562304";https://twitter.com/DavidBarry_/status/271039542654562304
alirobe;2012-11-21 00:51;0;0;"Twitter Bootstrap is still freaking awesome.";;;;"271038000744517632";https://twitter.com/alirobe/status/271038000744517632
samuelclarke;2012-11-21 00:22;0;0;"@elliottkember @theriothq FYI, using Bootstrap 's navbar div, ul & li structure. Really want it to work as Hammer is a game changer for me!";;@elliottkember @theriothq;;"271030784083783681";https://twitter.com/samuelclarke/status/271030784083783681
